,Unnamed: 0,Nombre,URL Imagen,URL Imagen Pacto,Distrito,Partido,Pacto,Resumen,Links,Facebook,Instagram,Twitter,Imagen Github,Imagen Partido Github
849,849,Patricia Labra Besserer,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862157.png,Distrito 18,Renovación Nacional,Vamos Por Chile,Aún Patricia Labra Besserer no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Patricia Labra Besserer.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Renovación Nacional.png
850,850,Priscila Veronica Gonzalez Carrillo,https://quienesson.cl/assets/images/candidatos/1611111551.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 18,Independiente,Lista del Pueblo MAULE SUR,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Priscila Veronica Gonzalez Carrillo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
851,851,Ricardo German Tapia Munoz,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 18,Independiente,Apruebo Dignidad,Aún Ricardo German Tapia Munoz no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ricardo German Tapia Munoz.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
852,852,Ricardo Montero Allende,https://quienesson.cl/assets/images/candidatos/1612318215.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610861824.png,Distrito 18,Partido Socialista de Chile,Lista del Apruebo,,Estamos actualizando la información,https://www.facebook.com/RicardoMonteroAllende,https://www.instagram.com/rmontero_,https://twitter.com/Rmontero_,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ricardo Montero Allende.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Socialista de Chile.png
853,853,Rodrigo Alvaro Norambuena Ortega,https://quienesson.cl/assets/images/candidatos/1611111542.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 18,Independiente,Lista del Pueblo MAULE SUR,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rodrigo Alvaro Norambuena Ortega.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
854,854,Carlos Matias Pinochet Bastias,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862157.png,Distrito 19,Renovación Nacional,Vamos Por Chile,Aún Carlos Matias Pinochet Bastias no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Carlos Matias Pinochet Bastias.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Renovación Nacional.png
855,855,Carolina Andrea Sepulveda Sepulveda,https://quienesson.cl/assets/images/candidatos/candidato_1610934786.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Independientes De Ñuble Por La Nueva Constitución,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Carolina Andrea Sepulveda Sepulveda.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
856,856,Cesar Uribe Araya,https://quienesson.cl/assets/images/candidatos/1611111676.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Fuerza Social De Ñuble Lista Del Pueblo,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cesar Uribe Araya.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
857,857,Claudia Montecinos Veloso,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 19,Partido Ecologista Verde,Partido Ecologista Verde,Aún Claudia Montecinos Veloso no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Claudia Montecinos Veloso.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
858,858,Clemente Marin Abuin,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Independientes De Ñuble Por La Nueva Constitución,Aún Clemente Marin Abuin no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Clemente Marin Abuin.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
859,859,Cristina Andrea Martin Saez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Apruebo Dignidad,Aún Cristina Andrea Martin Saez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cristina Andrea Martin Saez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
860,860,Cristina Melodyer Gonzalez Jorquera,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Ciudadanos Cristianos,Aún Cristina Melodyer Gonzalez Jorquera no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cristina Melodyer Gonzalez Jorquera.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
861,861,Cristobal Alejandro Uribe Figueroa,https://quienesson.cl/assets/images/candidatos/1612441899.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Candidatura Independiente,,Estamos actualizando la información,https://www.facebook.com/cristobal.a.figueroa,https://www.instagram.com/cristobal_constituyente/,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cristobal Alejandro Uribe Figueroa.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
862,862,Elga Claudia Garrido Abarca,https://quienesson.cl/assets/images/candidatos/candidato_1610934812.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Independientes De Ñuble Por La Nueva Constitución,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Elga Claudia Garrido Abarca.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
863,863,Elizabeth Trecy San Martin Grolmus,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Ciudadanos Cristianos,Aún Elizabeth Trecy San Martin Grolmus no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Elizabeth Trecy San Martin Grolmus.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
864,864,Felipe Harboe BascuÑÁn,https://quienesson.cl/assets/images/candidatos/1612289861.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610861545.png,Distrito 19,Partido por la Democracia,Lista del Apruebo,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/felipeharboe/,https://twitter.com/felipeharboe,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Felipe Harboe BascuÑÁn.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido por la Democracia.png
865,865,Hector Enrique Munoz Orrego,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884896.png,Distrito 19,Partido Conservador Cristiano,Ciudadanos Cristianos,Aún Hector Enrique Munoz Orrego no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Hector Enrique Munoz Orrego.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Conservador Cristiano.png
866,866,Ivan Renato Paul Espinoza,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862344.png,Distrito 19,Democracia Cristiana,Lista del Apruebo,Aún Ivan Renato Paul Espinoza no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ivan Renato Paul Espinoza.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Democracia Cristiana.png
867,867,Jonathan Stephano Chandia Iturra,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Apruebo Dignidad,Aún Jonathan Stephano Chandia Iturra no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jonathan Stephano Chandia Iturra.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
868,868,Jose Arriagada Contreras,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 19,Partido Ecologista Verde,Partido Ecologista Verde,Aún Jose Arriagada Contreras no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jose Arriagada Contreras.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
869,869,Jose Zuniga Pino,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610859999.png,Distrito 19,Partido Comunista de Chile,Apruebo Dignidad,Aún Jose Zuniga Pino no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Jose Zuniga Pino.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Comunista de Chile.png
870,870,Juan Carlos Pino Alvarado,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884896.png,Distrito 19,Partido Conservador Cristiano,Ciudadanos Cristianos,Aún Juan Carlos Pino Alvarado no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Juan Carlos Pino Alvarado.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Conservador Cristiano.png
871,871,Lucas Vidal Maureira,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857332.png,Distrito 19,Evópoli,Vamos Por Chile,Aún Lucas Vidal Maureira no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Lucas Vidal Maureira.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Evópoli.png
872,872,Luis Esteban Cofre Lopez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Ciudadanos Cristianos,Aún Luis Esteban Cofre Lopez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Luis Esteban Cofre Lopez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
873,873,Marcia Isabel Wall Toro,https://quienesson.cl/assets/images/candidatos/1611193559.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610862344.png,Distrito 19,Democracia Cristiana,Lista del Apruebo,Aún Marcia Isabel Wall Toro no nos entrega información sobre su candidatura.,Estamos actualizando la información,https://www.facebook.com/Marcia-Wall-Diputada-320214658447929/,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Marcia Isabel Wall Toro.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Democracia Cristiana.png
874,874,Margarita Letelier Cortes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862189.png,Distrito 19,Unión Demócrata Independiente,Vamos Por Chile,Aún Margarita Letelier Cortes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Margarita Letelier Cortes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Unión Demócrata Independiente.png
875,875,Maria Consuelo Villasenor Soto,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Fuerza Social De Ñuble Lista Del Pueblo,Aún Maria Consuelo Villasenor Soto no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Maria Consuelo Villasenor Soto.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
876,876,Martin Arrau Garcia-huidobro,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862189.png,Distrito 19,Unión Demócrata Independiente,Vamos Por Chile,Aún Martin Arrau Garcia-huidobro no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Martin Arrau Garcia-huidobro.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Unión Demócrata Independiente.png
877,877,Miguel Angel Lizana Valenzuela,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Apruebo Dignidad,Aún Miguel Angel Lizana Valenzuela no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Miguel Angel Lizana Valenzuela.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
878,878,Misaela Cortez Sanhueza,https://quienesson.cl/assets/images/candidatos/1611111772.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Fuerza Social De Ñuble Lista Del Pueblo,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Misaela Cortez Sanhueza.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
879,879,Monica Elisa Naveillan Jensen,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Apruebo Dignidad,Aún Monica Elisa Naveillan Jensen no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Monica Elisa Naveillan Jensen.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
880,880,Natalia Reyes Lobos,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Vamos Por Chile,Aún Natalia Reyes Lobos no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Natalia Reyes Lobos.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
881,881,Nelson Enrique Agurto Pavez,https://quienesson.cl/assets/images/candidatos/1611111607.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Fuerza Social De Ñuble Lista Del Pueblo,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Nelson Enrique Agurto Pavez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
882,882,Ramon Agustin Sola Fosalba,https://quienesson.cl/assets/images/candidatos/candidato_1610934794.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Independientes De Ñuble Por La Nueva Constitución,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ramon Agustin Sola Fosalba.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
883,883,Rebeca Isabel Pavez Mery,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Lista del Apruebo,Aún Rebeca Isabel Pavez Mery no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rebeca Isabel Pavez Mery.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
884,884,Rocio Belen Hizmeri Fernandez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610859999.png,Distrito 19,Partido Comunista de Chile,Apruebo Dignidad,Aún Rocio Belen Hizmeri Fernandez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rocio Belen Hizmeri Fernandez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Comunista de Chile.png
885,885,Rosa AcuÑa De La Fuente,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 19,Partido Ecologista Verde,Partido Ecologista Verde,Aún Rosa AcuÑa De La Fuente no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rosa AcuÑa De La Fuente.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
886,886,Rossana Yanez Fuller,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857332.png,Distrito 19,Evópoli,Vamos Por Chile,Aún Rossana Yanez Fuller no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rossana Yanez Fuller.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Evópoli.png
887,887,Ruddy Figueroa Gonzalez,https://quienesson.cl/assets/images/candidatos/1612523941.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 19,Partido Ecologista Verde,Partido Ecologista Verde,,Estamos actualizando la información,https://www.facebook.com/profile.php?id=100061973783195,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ruddy Figueroa Gonzalez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
888,888,Samuel Jimenez Letelier,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Independientes De Ñuble Por La Nueva Constitución,Aún Samuel Jimenez Letelier no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Samuel Jimenez Letelier.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
889,889,Sara Nicol Concha Smith,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884896.png,Distrito 19,Partido Conservador Cristiano,Ciudadanos Cristianos,Aún Sara Nicol Concha Smith no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Sara Nicol Concha Smith.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Conservador Cristiano.png
890,890,Scarlet Hidalgo Jara,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610861545.png,Distrito 19,Partido por la Democracia,Lista del Apruebo,Aún Scarlet Hidalgo Jara no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Scarlet Hidalgo Jara.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido por la Democracia.png
891,891,Sergio Humberto Fonseca Henriquez,https://quienesson.cl/assets/images/candidatos/1611111629.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Fuerza Social De Ñuble Lista Del Pueblo,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Sergio Humberto Fonseca Henriquez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
892,892,Virginia Ester Ortega Bahamondes,https://quienesson.cl/assets/images/candidatos/candidato_1610934824.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Independientes De Ñuble Por La Nueva Constitución,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Virginia Ester Ortega Bahamondes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
893,893,Ximena Pacheco Gonzalez,https://quienesson.cl/assets/images/candidatos/1611111597.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 19,Independiente,Fuerza Social De Ñuble Lista Del Pueblo,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ximena Pacheco Gonzalez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
894,894,Alejandro Rodrigo Reyes Schwartz,https://quienesson.cl/assets/images/candidatos/1612363745.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610862189.png,Distrito 20,Unión Demócrata Independiente,Vamos Por Chile,,Estamos actualizando la información,https://www.facebook.com/alejandro.reyesschwartz/,https://www.instagram.com/alejandroreyesschwartz/?hl=es,https://twitter.com/AlejandroReyesS,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Alejandro Rodrigo Reyes Schwartz.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Unión Demócrata Independiente.png
895,895,Alexandra Machuca Norambuena,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 20,Independiente,Asamblea Popular Constituyente,Aún Alexandra Machuca Norambuena no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Alexandra Machuca Norambuena.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
896,896,Amaya Paulina Alvez Marin,https://quienesson.cl/assets/images/candidatos/1612388207.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610862093.png,Distrito 20,Revolución Democrática,Apruebo Dignidad,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/amaya_alvez/,https://twitter.com/amaya_alvez,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Amaya Paulina Alvez Marin.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Revolución Democrática.png
897,897,Ana Maria Cavalerie Salazar,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 20,Independiente,Independientes Del Bio Bio Por Una Nueva Constitución,Aún Ana Maria Cavalerie Salazar no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ana Maria Cavalerie Salazar.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
898,898,Andrea Ivonne Campos Parra,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 20,Independiente,Asamblea Popular Constituyente,Aún Andrea Ivonne Campos Parra no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Andrea Ivonne Campos Parra.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
